Date,Vegetable,Wholesale Price,Retail Price,Shopping Mall Price,Units
08-11-2022,Onion Green,38,46,54,1kg
08-11-2022,Green Peas,85,103,121,1kg
08-11-2022,Ivy Gourd,28,34,40,1kg
08-11-2022,Lemon (Lime),60,72,85,1kg
08-11-2022,Mango Raw,89,107,127,1kg
08-11-2022,Mint Leaves,6,7,8,1kg
08-11-2022,Mushroom,92,111,131,1kg
08-11-2022,Mustard Leaves,13,16,18,1kg
08-11-2022,Ladies Finger,21,25,30,1kg
08-11-2022,Pumpkin,28,34,40,1kg
08-11-2022,Radish,35,42,50,1kg
08-11-2022,Ridge Gourd,32,39,45,1kg
08-11-2022,Shallot (Pearl Onion),34,41,48,1kg
08-11-2022,Snake Gourd,36,43,51,1kg
08-11-2022,Sorrel Leaves,10,12,14,1kg
08-11-2022,Spinach,10,12,14,1kg
08-11-2022,Sweet Potato,38,46,54,1kg
07-11-2022,Onion Big,35,42,50,1kg
07-11-2022,Onion Small,37,45,52,1kg
07-11-2022,Tomato,30,36,43,1kg
07-11-2022,Green Chilli,35,42,50,1kg
07-11-2022,Beetroot,45,54,64,1kg
07-11-2022,Potato,35,42,50,1kg
07-11-2022,Raw Banana (Plantain),11,13,15,1kg
07-11-2022,Amaranth Leaves,9,10,13,1kg
07-11-2022,Amla,50,61,71,1kg
07-11-2022,Ash gourd,22,26,31,1kg
07-11-2022,Baby Corn,67,81,95,1kg
07-11-2022,Banana Flower,17,21,24,1kg
07-11-2022,Capsicum,44,53,63,1kg
07-11-2022,Bitter Gourd,31,37,44,1kg
07-11-2022,Bottle Gourd,25,30,35,1kg
07-11-2022,Butter Beans,81,98,115,1kg
07-11-2022,Broad Beans,34,41,48,1kg
07-11-2022,Cabbage,25,30,35,1kg
07-11-2022,Carrot,58,70,83,1kg
07-11-2022,Cauliflower,44,53,63,1kg
07-11-2022,Cluster beans,72,87,102,1kg
07-11-2022,Coconut,30,36,43,1kg
07-11-2022,Colocasia Leaves,10,12,14,1kg
07-11-2022,Colocasia,28,34,40,1kg
07-11-2022,Coriander Leaves,9,10,13,1kg
07-11-2022,Corn,22,26,31,1kg
07-11-2022,Cucumber,20,24,28,1kg
07-11-2022,Curry Leaves,30,36,43,1kg
07-11-2022,Dill Leaves,13,16,18,1kg
07-11-2022,Drumsticks,110,133,157,1kg
07-11-2022,Brinjal,23,27,33,1kg
07-11-2022,Brinjal (Big),25,30,35,1kg
07-11-2022,Elephant Yam,28,34,40,1kg
07-11-2022,Fenugreek Leaves,7,8,10,1kg
07-11-2022,French Beans,64,77,91,1kg
07-11-2022,Garlic,50,61,71,1kg
07-11-2022,Ginger,44,53,63,1kg
07-11-2022,Onion Green,38,46,54,1kg
07-11-2022,Green Peas,85,103,121,1kg
07-11-2022,Ivy Gourd,28,34,40,1kg
07-11-2022,Lemon (Lime),60,72,85,1kg
07-11-2022,Mango Raw,89,107,127,1kg
07-11-2022,Mint Leaves,6,7,8,1kg
07-11-2022,Mushroom,92,111,131,1kg
07-11-2022,Mustard Leaves,13,16,18,1kg
07-11-2022,Ladies Finger,21,25,30,1kg
07-11-2022,Pumpkin,28,34,40,1kg
07-11-2022,Radish,35,42,50,1kg
07-11-2022,Ridge Gourd,32,39,45,1kg
07-11-2022,Shallot (Pearl Onion),34,41,48,1kg
07-11-2022,Snake Gourd,36,43,51,1kg
07-11-2022,Sorrel Leaves,10,12,14,1kg
07-11-2022,Spinach,10,12,14,1kg
07-11-2022,Sweet Potato,38,46,54,1kg
06-11-2022,Onion Big,35,42,50,1kg
06-11-2022,Onion Small,37,45,52,1kg
06-11-2022,Tomato,30,36,43,1kg
06-11-2022,Green Chilli,35,42,50,1kg
06-11-2022,Beetroot,45,54,64,1kg
06-11-2022,Potato,35,42,50,1kg
06-11-2022,Raw Banana (Plantain),11,13,15,1kg
06-11-2022,Amaranth Leaves,9,10,13,1kg
06-11-2022,Amla,50,61,71,1kg
06-11-2022,Ash gourd,22,26,31,1kg
06-11-2022,Baby Corn,67,81,95,1kg
06-11-2022,Banana Flower,17,21,24,1kg
06-11-2022,Capsicum,44,53,63,1kg
06-11-2022,Bitter Gourd,31,37,44,1kg
06-11-2022,Bottle Gourd,25,30,35,1kg
06-11-2022,Butter Beans,81,98,115,1kg
06-11-2022,Broad Beans,34,41,48,1kg
06-11-2022,Cabbage,25,30,35,1kg
06-11-2022,Carrot,58,70,83,1kg
06-11-2022,Cauliflower,44,53,63,1kg
06-11-2022,Cluster beans,72,87,102,1kg
06-11-2022,Coconut,30,36,43,1kg
06-11-2022,Colocasia Leaves,10,12,14,1kg
06-11-2022,Colocasia,28,34,40,1kg
06-11-2022,Coriander Leaves,9,10,13,1kg
06-11-2022,Corn,22,26,31,1kg
06-11-2022,Cucumber,20,24,28,1kg
06-11-2022,Curry Leaves,30,36,43,1kg
06-11-2022,Dill Leaves,13,16,18,1kg
06-11-2022,Drumsticks,110,133,157,1kg
06-11-2022,Brinjal,23,27,33,1kg
06-11-2022,Brinjal (Big),25,30,35,1kg
06-11-2022,Elephant Yam,28,34,40,1kg
06-11-2022,Fenugreek Leaves,7,8,10,1kg
06-11-2022,French Beans,64,77,91,1kg
06-11-2022,Garlic,50,61,71,1kg
06-11-2022,Ginger,44,53,63,1kg
06-11-2022,Onion Green,38,46,54,1kg
06-11-2022,Green Peas,85,103,121,1kg
06-11-2022,Ivy Gourd,28,34,40,1kg
06-11-2022,Lemon (Lime),60,72,85,1kg
06-11-2022,Mango Raw,89,107,127,1kg
06-11-2022,Mint Leaves,6,7,8,1kg
06-11-2022,Mushroom,92,111,131,1kg
06-11-2022,Mustard Leaves,13,16,18,1kg
06-11-2022,Ladies Finger,21,25,30,1kg
06-11-2022,Pumpkin,28,34,40,1kg
06-11-2022,Radish,35,42,50,1kg
06-11-2022,Ridge Gourd,32,39,45,1kg
06-11-2022,Shallot (Pearl Onion),34,41,48,1kg
06-11-2022,Snake Gourd,36,43,51,1kg
06-11-2022,Sorrel Leaves,10,12,14,1kg
06-11-2022,Spinach,10,12,14,1kg
06-11-2022,Sweet Potato,38,46,54,1kg
05-11-2022,Onion Big,37,45,52,1kg
05-11-2022,Onion Small,32,39,45,1kg
05-11-2022,Tomato,29,35,41,1kg
05-11-2022,Green Chilli,40,48,57,1kg
05-11-2022,Beetroot,37,45,52,1kg
05-11-2022,Potato,36,43,51,1kg
05-11-2022,Raw Banana (Plantain),8,9,11,1kg
05-11-2022,Amaranth Leaves,9,10,13,1kg
05-11-2022,Amla,50,61,71,1kg
05-11-2022,Ash gourd,24,29,34,1kg
05-11-2022,Baby Corn,69,83,98,1kg
05-11-2022,Banana Flower,13,16,18,1kg
05-11-2022,Capsicum,44,53,63,1kg
05-11-2022,Bitter Gourd,33,40,47,1kg
05-11-2022,Bottle Gourd,26,31,37,1kg
05-11-2022,Butter Beans,74,89,105,1kg
05-11-2022,Broad Beans,36,43,51,1kg
05-11-2022,Cabbage,26,31,37,1kg
05-11-2022,Carrot,57,69,81,1kg
05-11-2022,Cauliflower,42,50,59,1kg
05-11-2022,Cluster beans,82,99,116,1kg
05-11-2022,Coconut,30,36,43,1kg
05-11-2022,Colocasia Leaves,14,17,20,1kg
05-11-2022,Colocasia,26,31,37,1kg
05-11-2022,Coriander Leaves,7,8,10,1kg
05-11-2022,Corn,24,29,34,1kg
05-11-2022,Cucumber,23,27,33,1kg
05-11-2022,Curry Leaves,26,31,37,1kg
05-11-2022,Dill Leaves,15,18,21,1kg
05-11-2022,Drumsticks,120,145,171,1kg
05-11-2022,Brinjal,24,29,34,1kg
05-11-2022,Brinjal (Big),24,29,34,1kg
05-11-2022,Elephant Yam,29,35,41,1kg
05-11-2022,Fenugreek Leaves,9,10,13,1kg
05-11-2022,French Beans,61,73,87,1kg
05-11-2022,Garlic,43,52,61,1kg
05-11-2022,Ginger,46,55,65,1kg
05-11-2022,Onion Green,37,45,52,1kg
05-11-2022,Green Peas,79,95,112,1kg
05-11-2022,Ivy Gourd,27,32,38,1kg
05-11-2022,Lemon (Lime),53,64,75,1kg
05-11-2022,Mango Raw,86,104,122,1kg
05-11-2022,Mint Leaves,6,7,8,1kg
05-11-2022,Mushroom,74,89,105,1kg
05-11-2022,Mustard Leaves,13,16,18,1kg
05-11-2022,Ladies Finger,21,25,30,1kg
05-11-2022,Pumpkin,30,36,43,1kg
05-11-2022,Radish,28,34,40,1kg
05-11-2022,Ridge Gourd,30,36,43,1kg
05-11-2022,Shallot (Pearl Onion),32,39,45,1kg
05-11-2022,Snake Gourd,36,43,51,1kg
05-11-2022,Sorrel Leaves,12,14,17,1kg
05-11-2022,Spinach,11,13,15,1kg
05-11-2022,Sweet Potato,38,46,54,1kg
04-11-2022,Onion Big,37,45,52,1kg
04-11-2022,Onion Small,32,39,45,1kg
04-11-2022,Tomato,29,35,41,1kg
04-11-2022,Green Chilli,40,48,57,1kg
04-11-2022,Beetroot,37,45,52,1kg
04-11-2022,Potato,36,43,51,1kg
04-11-2022,Raw Banana (Plantain),8,9,11,1kg
04-11-2022,Amaranth Leaves,9,10,13,1kg
04-11-2022,Amla,50,61,71,1kg
04-11-2022,Ash gourd,24,29,34,1kg
04-11-2022,Baby Corn,69,83,98,1kg
04-11-2022,Banana Flower,13,16,18,1kg
04-11-2022,Capsicum,44,53,63,1kg
04-11-2022,Bitter Gourd,33,40,47,1kg
04-11-2022,Bottle Gourd,26,31,37,1kg
04-11-2022,Butter Beans,74,89,105,1kg
04-11-2022,Broad Beans,36,43,51,1kg
04-11-2022,Cabbage,26,31,37,1kg
04-11-2022,Carrot,57,69,81,1kg
04-11-2022,Cauliflower,42,50,59,1kg
04-11-2022,Cluster beans,82,99,116,1kg
04-11-2022,Coconut,30,36,43,1kg
04-11-2022,Colocasia Leaves,14,17,20,1kg
04-11-2022,Colocasia,26,31,37,1kg
04-11-2022,Coriander Leaves,7,8,10,1kg
04-11-2022,Corn,24,29,34,1kg
04-11-2022,Cucumber,23,27,33,1kg
04-11-2022,Curry Leaves,26,31,37,1kg
04-11-2022,Dill Leaves,15,18,21,1kg
04-11-2022,Drumsticks,120,145,171,1kg
04-11-2022,Brinjal,24,29,34,1kg
04-11-2022,Brinjal (Big),24,29,34,1kg
04-11-2022,Elephant Yam,29,35,41,1kg
04-11-2022,Fenugreek Leaves,9,10,13,1kg
04-11-2022,French Beans,61,73,87,1kg
04-11-2022,Garlic,43,52,61,1kg
04-11-2022,Ginger,46,55,65,1kg
04-11-2022,Onion Green,37,45,52,1kg
04-11-2022,Green Peas,79,95,112,1kg
04-11-2022,Ivy Gourd,27,32,38,1kg
04-11-2022,Lemon (Lime),53,64,75,1kg
04-11-2022,Mango Raw,86,104,122,1kg
04-11-2022,Mint Leaves,6,7,8,1kg
04-11-2022,Mushroom,74,89,105,1kg
04-11-2022,Mustard Leaves,13,16,18,1kg
04-11-2022,Ladies Finger,21,25,30,1kg
04-11-2022,Pumpkin,30,36,43,1kg
04-11-2022,Radish,28,34,40,1kg
04-11-2022,Ridge Gourd,30,36,43,1kg
04-11-2022,Shallot (Pearl Onion),32,39,45,1kg
04-11-2022,Snake Gourd,36,43,51,1kg
04-11-2022,Sorrel Leaves,12,14,17,1kg
04-11-2022,Spinach,11,13,15,1kg
04-11-2022,Sweet Potato,38,46,54,1kg
03-11-2022,Onion Big,37,45,52,1kg
03-11-2022,Onion Small,32,39,45,1kg
03-11-2022,Tomato,29,35,41,1kg
03-11-2022,Green Chilli,40,48,57,1kg
03-11-2022,Beetroot,37,45,52,1kg
03-11-2022,Potato,36,43,51,1kg
03-11-2022,Raw Banana (Plantain),8,9,11,1kg
03-11-2022,Amaranth Leaves,9,10,13,1kg
03-11-2022,Amla,50,61,71,1kg
03-11-2022,Ash gourd,24,29,34,1kg
03-11-2022,Baby Corn,69,83,98,1kg
03-11-2022,Banana Flower,13,16,18,1kg
03-11-2022,Capsicum,44,53,63,1kg
03-11-2022,Bitter Gourd,33,40,47,1kg
03-11-2022,Bottle Gourd,26,31,37,1kg
03-11-2022,Butter Beans,74,89,105,1kg
03-11-2022,Broad Beans,36,43,51,1kg
03-11-2022,Cabbage,26,31,37,1kg
03-11-2022,Carrot,57,69,81,1kg
03-11-2022,Cauliflower,42,50,59,1kg
03-11-2022,Cluster beans,82,99,116,1kg
03-11-2022,Coconut,30,36,43,1kg
03-11-2022,Colocasia Leaves,14,17,20,1kg
03-11-2022,Colocasia,26,31,37,1kg
03-11-2022,Coriander Leaves,7,8,10,1kg
03-11-2022,Corn,24,29,34,1kg
03-11-2022,Cucumber,23,27,33,1kg
03-11-2022,Curry Leaves,26,31,37,1kg
03-11-2022,Dill Leaves,15,18,21,1kg
03-11-2022,Drumsticks,120,145,171,1kg
03-11-2022,Brinjal,24,29,34,1kg
03-11-2022,Brinjal (Big),24,29,34,1kg
03-11-2022,Elephant Yam,29,35,41,1kg
03-11-2022,Fenugreek Leaves,9,10,13,1kg
03-11-2022,French Beans,61,73,87,1kg
03-11-2022,Garlic,43,52,61,1kg
03-11-2022,Ginger,46,55,65,1kg
03-11-2022,Onion Green,37,45,52,1kg
03-11-2022,Green Peas,79,95,112,1kg
03-11-2022,Ivy Gourd,27,32,38,1kg
03-11-2022,Lemon (Lime),53,64,75,1kg
03-11-2022,Mango Raw,86,104,122,1kg
03-11-2022,Mint Leaves,6,7,8,1kg
03-11-2022,Mushroom,74,89,105,1kg
03-11-2022,Mustard Leaves,13,16,18,1kg
03-11-2022,Ladies Finger,21,25,30,1kg
03-11-2022,Pumpkin,30,36,43,1kg
03-11-2022,Radish,28,34,40,1kg
03-11-2022,Ridge Gourd,30,36,43,1kg
03-11-2022,Shallot (Pearl Onion),32,39,45,1kg
03-11-2022,Snake Gourd,36,43,51,1kg
03-11-2022,Sorrel Leaves,12,14,17,1kg
03-11-2022,Spinach,11,13,15,1kg
03-11-2022,Sweet Potato,38,46,54,1kg
02-11-2022,Onion Big,24,29,34,1kg
02-11-2022,Onion Small,27,32,38,1kg
02-11-2022,Tomato,27,32,38,1kg
02-11-2022,Green Chilli,36,43,51,1kg
02-11-2022,Beetroot,38,46,54,1kg
02-11-2022,Potato,28,34,40,1kg
02-11-2022,Raw Banana (Plantain),11,13,15,1kg
02-11-2022,Amaranth Leaves,9,10,13,1kg
02-11-2022,Amla,50,61,71,1kg
02-11-2022,Ash gourd,26,31,37,1kg
02-11-2022,Baby Corn,65,79,92,1kg
02-11-2022,Banana Flower,16,19,22,1kg
02-11-2022,Capsicum,42,50,59,1kg
02-11-2022,Bitter Gourd,30,36,43,1kg
02-11-2022,Bottle Gourd,22,26,31,1kg
02-11-2022,Butter Beans,72,87,102,1kg
02-11-2022,Broad Beans,39,47,55,1kg
02-11-2022,Cabbage,27,32,38,1kg
02-11-2022,Carrot,64,77,91,1kg
02-11-2022,Cauliflower,44,53,63,1kg
02-11-2022,Cluster beans,75,90,107,1kg
02-11-2022,Coconut,30,36,43,1kg
02-11-2022,Colocasia Leaves,16,19,22,1kg
02-11-2022,Colocasia,22,26,31,1kg
02-11-2022,Coriander Leaves,9,10,13,1kg
02-11-2022,Corn,22,26,31,1kg
02-11-2022,Cucumber,22,26,31,1kg
02-11-2022,Curry Leaves,25,30,35,1kg
02-11-2022,Dill Leaves,8,9,11,1kg
02-11-2022,Drumsticks,120,145,171,1kg
02-11-2022,Brinjal,23,27,33,1kg
02-11-2022,Brinjal (Big),28,34,40,1kg
02-11-2022,Elephant Yam,29,35,41,1kg
02-11-2022,Fenugreek Leaves,7,8,10,1kg
02-11-2022,French Beans,70,85,100,1kg
02-11-2022,Garlic,42,50,59,1kg
02-11-2022,Ginger,45,54,64,1kg
02-11-2022,Onion Green,36,43,51,1kg
02-11-2022,Green Peas,75,90,107,1kg
02-11-2022,Ivy Gourd,23,27,33,1kg
02-11-2022,Lemon (Lime),53,64,75,1kg
02-11-2022,Mango Raw,84,102,120,1kg
02-11-2022,Mint Leaves,8,9,11,1kg
02-11-2022,Mushroom,83,100,118,1kg
02-11-2022,Mustard Leaves,13,16,18,1kg
02-11-2022,Ladies Finger,21,25,30,1kg
02-11-2022,Pumpkin,25,30,35,1kg
02-11-2022,Radish,32,39,45,1kg
02-11-2022,Ridge Gourd,36,43,51,1kg
02-11-2022,Shallot (Pearl Onion),31,37,44,1kg
02-11-2022,Snake Gourd,33,40,47,1kg
02-11-2022,Sorrel Leaves,10,12,14,1kg
02-11-2022,Spinach,10,12,14,1kg
02-11-2022,Sweet Potato,40,48,57,1kg
01-11-2022,Onion Big,24,29,34,1kg
01-11-2022,Onion Small,27,32,38,1kg
01-11-2022,Tomato,27,32,38,1kg
01-11-2022,Green Chilli,36,43,51,1kg
01-11-2022,Beetroot,38,46,54,1kg
01-11-2022,Potato,28,34,40,1kg
01-11-2022,Raw Banana (Plantain),11,13,15,1kg
01-11-2022,Amaranth Leaves,9,10,13,1kg
01-11-2022,Amla,50,61,71,1kg
01-11-2022,Ash gourd,26,31,37,1kg
01-11-2022,Baby Corn,65,79,92,1kg
01-11-2022,Banana Flower,16,19,22,1kg
01-11-2022,Capsicum,42,50,59,1kg
01-11-2022,Bitter Gourd,30,36,43,1kg
01-11-2022,Bottle Gourd,22,26,31,1kg
01-11-2022,Butter Beans,72,87,102,1kg
01-11-2022,Broad Beans,39,47,55,1kg
01-11-2022,Cabbage,27,32,38,1kg
01-11-2022,Carrot,64,77,91,1kg
01-11-2022,Cauliflower,44,53,63,1kg
01-11-2022,Cluster beans,75,90,107,1kg
01-11-2022,Coconut,30,36,43,1kg
01-11-2022,Colocasia Leaves,16,19,22,1kg
01-11-2022,Colocasia,22,26,31,1kg
01-11-2022,Coriander Leaves,9,10,13,1kg
01-11-2022,Corn,22,26,31,1kg
01-11-2022,Cucumber,22,26,31,1kg
01-11-2022,Curry Leaves,25,30,35,1kg
01-11-2022,Dill Leaves,8,9,11,1kg
01-11-2022,Drumsticks,120,145,171,1kg
01-11-2022,Brinjal,23,27,33,1kg
01-11-2022,Brinjal (Big),28,34,40,1kg
01-11-2022,Elephant Yam,29,35,41,1kg
01-11-2022,Fenugreek Leaves,7,8,10,1kg
01-11-2022,French Beans,70,85,100,1kg
01-11-2022,Garlic,42,50,59,1kg
01-11-2022,Ginger,45,54,64,1kg
01-11-2022,Onion Green,36,43,51,1kg
01-11-2022,Green Peas,75,90,107,1kg
01-11-2022,Ivy Gourd,23,27,33,1kg
01-11-2022,Lemon (Lime),53,64,75,1kg
01-11-2022,Mango Raw,84,102,120,1kg
01-11-2022,Mint Leaves,8,9,11,1kg
01-11-2022,Mushroom,83,100,118,1kg
01-11-2022,Mustard Leaves,13,16,18,1kg
01-11-2022,Ladies Finger,21,25,30,1kg
01-11-2022,Pumpkin,25,30,35,1kg
01-11-2022,Radish,32,39,45,1kg
01-11-2022,Ridge Gourd,36,43,51,1kg
01-11-2022,Shallot (Pearl Onion),31,37,44,1kg
01-11-2022,Snake Gourd,33,40,47,1kg
01-11-2022,Sorrel Leaves,10,12,14,1kg
01-11-2022,Spinach,10,12,14,1kg
01-11-2022,Sweet Potato,40,48,57,1kg
31-10-2022,Onion Big,24,29,34,1kg
31-10-2022,Onion Small,27,32,38,1kg
31-10-2022,Tomato,27,32,38,1kg
31-10-2022,Green Chilli,36,43,51,1kg
31-10-2022,Beetroot,38,46,54,1kg
31-10-2022,Potato,28,34,40,1kg
31-10-2022,Raw Banana (Plantain),11,13,15,1kg
31-10-2022,Amaranth Leaves,9,10,13,1kg
31-10-2022,Amla,50,61,71,1kg
31-10-2022,Ash gourd,26,31,37,1kg
31-10-2022,Baby Corn,65,79,92,1kg
31-10-2022,Banana Flower,16,19,22,1kg
31-10-2022,Capsicum,42,50,59,1kg
31-10-2022,Bitter Gourd,30,36,43,1kg
31-10-2022,Bottle Gourd,22,26,31,1kg
31-10-2022,Butter Beans,72,87,102,1kg
31-10-2022,Broad Beans,39,47,55,1kg
31-10-2022,Cabbage,27,32,38,1kg
31-10-2022,Carrot,64,77,91,1kg
31-10-2022,Cauliflower,44,53,63,1kg
31-10-2022,Cluster beans,75,90,107,1kg
31-10-2022,Coconut,30,36,43,1kg
31-10-2022,Colocasia Leaves,16,19,22,1kg
31-10-2022,Colocasia,22,26,31,1kg
31-10-2022,Coriander Leaves,9,10,13,1kg
31-10-2022,Corn,22,26,31,1kg
31-10-2022,Cucumber,22,26,31,1kg
31-10-2022,Curry Leaves,25,30,35,1kg
31-10-2022,Dill Leaves,8,9,11,1kg
31-10-2022,Drumsticks,120,145,171,1kg
31-10-2022,Brinjal,23,27,33,1kg
31-10-2022,Brinjal (Big),28,34,40,1kg
31-10-2022,Elephant Yam,29,35,41,1kg
31-10-2022,Fenugreek Leaves,7,8,10,1kg
31-10-2022,French Beans,70,85,100,1kg
31-10-2022,Garlic,42,50,59,1kg
31-10-2022,Ginger,45,54,64,1kg
31-10-2022,Onion Green,36,43,51,1kg
31-10-2022,Green Peas,75,90,107,1kg
31-10-2022,Ivy Gourd,23,27,33,1kg
31-10-2022,Lemon (Lime),53,64,75,1kg
31-10-2022,Mango Raw,84,102,120,1kg
31-10-2022,Mint Leaves,8,9,11,1kg
31-10-2022,Mushroom,83,100,118,1kg
31-10-2022,Mustard Leaves,13,16,18,1kg
31-10-2022,Ladies Finger,21,25,30,1kg
31-10-2022,Pumpkin,25,30,35,1kg
31-10-2022,Radish,32,39,45,1kg
31-10-2022,Ridge Gourd,36,43,51,1kg
31-10-2022,Shallot (Pearl Onion),31,37,44,1kg
31-10-2022,Snake Gourd,33,40,47,1kg
31-10-2022,Sorrel Leaves,10,12,14,1kg
31-10-2022,Spinach,10,12,14,1kg
31-10-2022,Sweet Potato,40,48,57,1kg
30-10-2022,Onion Big,24,29,34,1kg
30-10-2022,Onion Small,27,32,38,1kg
30-10-2022,Tomato,27,32,38,1kg
30-10-2022,Green Chilli,36,43,51,1kg
30-10-2022,Beetroot,38,46,54,1kg
30-10-2022,Potato,28,34,40,1kg
30-10-2022,Raw Banana (Plantain),11,13,15,1kg
30-10-2022,Amaranth Leaves,9,10,13,1kg
30-10-2022,Amla,50,61,71,1kg
30-10-2022,Ash gourd,26,31,37,1kg
30-10-2022,Baby Corn,65,79,92,1kg
30-10-2022,Banana Flower,16,19,22,1kg
30-10-2022,Capsicum,42,50,59,1kg
30-10-2022,Bitter Gourd,30,36,43,1kg
30-10-2022,Bottle Gourd,22,26,31,1kg
30-10-2022,Butter Beans,72,87,102,1kg
30-10-2022,Broad Beans,39,47,55,1kg
30-10-2022,Cabbage,27,32,38,1kg
30-10-2022,Carrot,64,77,91,1kg
30-10-2022,Cauliflower,44,53,63,1kg
30-10-2022,Cluster beans,75,90,107,1kg
30-10-2022,Coconut,30,36,43,1kg
30-10-2022,Colocasia Leaves,16,19,22,1kg
30-10-2022,Colocasia,22,26,31,1kg
30-10-2022,Coriander Leaves,9,10,13,1kg
30-10-2022,Corn,22,26,31,1kg
30-10-2022,Cucumber,22,26,31,1kg
30-10-2022,Curry Leaves,25,30,35,1kg
30-10-2022,Dill Leaves,8,9,11,1kg
30-10-2022,Drumsticks,120,145,171,1kg
30-10-2022,Brinjal,23,27,33,1kg
30-10-2022,Brinjal (Big),28,34,40,1kg
30-10-2022,Elephant Yam,29,35,41,1kg
30-10-2022,Fenugreek Leaves,7,8,10,1kg
30-10-2022,French Beans,70,85,100,1kg
30-10-2022,Garlic,42,50,59,1kg
30-10-2022,Ginger,45,54,64,1kg
30-10-2022,Onion Green,36,43,51,1kg
30-10-2022,Green Peas,75,90,107,1kg
30-10-2022,Ivy Gourd,23,27,33,1kg
30-10-2022,Lemon (Lime),53,64,75,1kg
30-10-2022,Mango Raw,84,102,120,1kg
30-10-2022,Mint Leaves,8,9,11,1kg
30-10-2022,Mushroom,83,100,118,1kg
30-10-2022,Mustard Leaves,13,16,18,1kg
30-10-2022,Ladies Finger,21,25,30,1kg
30-10-2022,Pumpkin,25,30,35,1kg
30-10-2022,Radish,32,39,45,1kg
30-10-2022,Ridge Gourd,36,43,51,1kg
30-10-2022,Shallot (Pearl Onion),31,37,44,1kg
30-10-2022,Snake Gourd,33,40,47,1kg
30-10-2022,Sorrel Leaves,10,12,14,1kg
30-10-2022,Spinach,10,12,14,1kg
30-10-2022,Sweet Potato,40,48,57,1kg
29-10-2022,Onion Big,24,29,34,1kg
29-10-2022,Onion Small,27,32,38,1kg
29-10-2022,Tomato,27,32,38,1kg
29-10-2022,Green Chilli,36,43,51,1kg
29-10-2022,Beetroot,38,46,54,1kg
29-10-2022,Potato,28,34,40,1kg
29-10-2022,Raw Banana (Plantain),11,13,15,1kg
29-10-2022,Amaranth Leaves,9,10,13,1kg
29-10-2022,Amla,50,61,71,1kg
29-10-2022,Ash gourd,26,31,37,1kg
29-10-2022,Baby Corn,65,79,92,1kg
29-10-2022,Banana Flower,16,19,22,1kg
29-10-2022,Capsicum,42,50,59,1kg
29-10-2022,Bitter Gourd,30,36,43,1kg
29-10-2022,Bottle Gourd,22,26,31,1kg
29-10-2022,Butter Beans,72,87,102,1kg
29-10-2022,Broad Beans,39,47,55,1kg
29-10-2022,Cabbage,27,32,38,1kg
29-10-2022,Carrot,64,77,91,1kg
29-10-2022,Cauliflower,44,53,63,1kg
29-10-2022,Cluster beans,75,90,107,1kg
29-10-2022,Coconut,30,36,43,1kg
29-10-2022,Colocasia Leaves,16,19,22,1kg
29-10-2022,Colocasia,22,26,31,1kg
29-10-2022,Coriander Leaves,9,10,13,1kg
29-10-2022,Corn,22,26,31,1kg
29-10-2022,Cucumber,22,26,31,1kg
29-10-2022,Curry Leaves,25,30,35,1kg
29-10-2022,Dill Leaves,8,9,11,1kg
29-10-2022,Drumsticks,120,145,171,1kg
29-10-2022,Brinjal,23,27,33,1kg
29-10-2022,Brinjal (Big),28,34,40,1kg
29-10-2022,Elephant Yam,29,35,41,1kg
29-10-2022,Fenugreek Leaves,7,8,10,1kg
29-10-2022,French Beans,70,85,100,1kg
29-10-2022,Garlic,42,50,59,1kg
29-10-2022,Ginger,45,54,64,1kg
29-10-2022,Onion Green,36,43,51,1kg
29-10-2022,Green Peas,75,90,107,1kg
29-10-2022,Ivy Gourd,23,27,33,1kg
29-10-2022,Lemon (Lime),53,64,75,1kg
29-10-2022,Mango Raw,84,102,120,1kg
29-10-2022,Mint Leaves,8,9,11,1kg
29-10-2022,Mushroom,83,100,118,1kg
29-10-2022,Mustard Leaves,13,16,18,1kg
29-10-2022,Ladies Finger,21,25,30,1kg
29-10-2022,Pumpkin,25,30,35,1kg
29-10-2022,Radish,32,39,45,1kg
29-10-2022,Ridge Gourd,36,43,51,1kg
29-10-2022,Shallot (Pearl Onion),31,37,44,1kg
29-10-2022,Snake Gourd,33,40,47,1kg
29-10-2022,Sorrel Leaves,10,12,14,1kg
29-10-2022,Spinach,10,12,14,1kg
29-10-2022,Sweet Potato,40,48,57,1kg
28-10-2022,Onion Big,23,27,33,1kg
28-10-2022,Onion Small,29,35,41,1kg
28-10-2022,Tomato,28,34,40,1kg
28-10-2022,Green Chilli,37,45,52,1kg
28-10-2022,Beetroot,38,46,54,1kg
28-10-2022,Potato,33,40,47,1kg
28-10-2022,Raw Banana (Plantain),10,12,14,1kg
28-10-2022,Amaranth Leaves,9,10,13,1kg
28-10-2022,Amla,60,72,85,1kg
28-10-2022,Ash gourd,22,26,31,1kg
28-10-2022,Baby Corn,74,89,105,1kg
28-10-2022,Banana Flower,14,17,20,1kg
28-10-2022,Capsicum,38,46,54,1kg
28-10-2022,Bitter Gourd,36,43,51,1kg
28-10-2022,Bottle Gourd,25,30,35,1kg
28-10-2022,Butter Beans,72,87,102,1kg
28-10-2022,Broad Beans,41,49,58,1kg
28-10-2022,Cabbage,23,27,33,1kg
28-10-2022,Carrot,59,71,84,1kg
28-10-2022,Cauliflower,45,54,64,1kg
