Date,Vegetable,Wholesale Price,Retail Price,Shopping Mall Price,Units
07-08-2022,Mango Raw,60,72,85,1kg
07-08-2022,Mint Leaves,5,6,7,1kg
07-08-2022,Mushroom,74,89,105,1kg
07-08-2022,Mustard Leaves,16,19,22,1kg
07-08-2022,Ladies Finger,37,45,52,1kg
07-08-2022,Pumpkin,21,25,30,1kg
07-08-2022,Radish,25,30,35,1kg
07-08-2022,Ridge Gourd,32,39,45,1kg
07-08-2022,Shallot (Pearl Onion),33,40,47,1kg
07-08-2022,Snake Gourd,26,31,37,1kg
07-08-2022,Sorrel Leaves,10,12,14,1kg
07-08-2022,Spinach,14,17,20,1kg
07-08-2022,Sweet Potato,40,48,57,1kg
06-08-2022,Onion Big,21,25,30,1kg
06-08-2022,Onion Small,31,37,44,1kg
06-08-2022,Tomato,19,23,27,1kg
06-08-2022,Green Chilli,40,48,57,1kg
06-08-2022,Beetroot,43,52,61,1kg
06-08-2022,Potato,31,37,44,1kg
06-08-2022,Raw Banana (Plantain),10,12,14,1kg
06-08-2022,Amaranth Leaves,8,9,11,1kg
06-08-2022,Amla,50,61,71,1kg
06-08-2022,Ash gourd,23,27,33,1kg
06-08-2022,Baby Corn,51,62,72,1kg
06-08-2022,Banana Flower,17,21,24,1kg
06-08-2022,Capsicum,33,40,47,1kg
06-08-2022,Bitter Gourd,34,41,48,1kg
06-08-2022,Bottle Gourd,29,35,41,1kg
06-08-2022,Butter Beans,75,90,107,1kg
06-08-2022,Broad Beans,35,42,50,1kg
06-08-2022,Cabbage,21,25,30,1kg
06-08-2022,Carrot,48,58,68,1kg
06-08-2022,Cauliflower,29,35,41,1kg
06-08-2022,Cluster beans,33,40,47,1kg
06-08-2022,Coconut,32,39,45,1kg
06-08-2022,Colocasia Leaves,14,17,20,1kg
06-08-2022,Colocasia,27,32,38,1kg
06-08-2022,Coriander Leaves,9,10,13,1kg
06-08-2022,Corn,27,32,38,1kg
06-08-2022,Cucumber,28,34,40,1kg
06-08-2022,Curry Leaves,25,30,35,1kg
06-08-2022,Dill Leaves,9,10,13,1kg
06-08-2022,Drumsticks,30,36,43,1kg
06-08-2022,Brinjal,30,36,43,1kg
06-08-2022,Brinjal (Big),30,36,43,1kg
06-08-2022,Elephant Yam,29,35,41,1kg
06-08-2022,Fenugreek Leaves,10,12,14,1kg
06-08-2022,French Beans,63,76,90,1kg
06-08-2022,Garlic,71,86,101,1kg
06-08-2022,Ginger,42,50,59,1kg
06-08-2022,Onion Green,41,49,58,1kg
06-08-2022,Green Peas,75,90,107,1kg
06-08-2022,Ivy Gourd,26,31,37,1kg
06-08-2022,Lemon (Lime),61,73,87,1kg
06-08-2022,Mango Raw,60,72,85,1kg
06-08-2022,Mint Leaves,5,6,7,1kg
06-08-2022,Mushroom,74,89,105,1kg
06-08-2022,Mustard Leaves,16,19,22,1kg
06-08-2022,Ladies Finger,37,45,52,1kg
06-08-2022,Pumpkin,21,25,30,1kg
06-08-2022,Radish,25,30,35,1kg
06-08-2022,Ridge Gourd,32,39,45,1kg
06-08-2022,Shallot (Pearl Onion),33,40,47,1kg
06-08-2022,Snake Gourd,26,31,37,1kg
06-08-2022,Sorrel Leaves,10,12,14,1kg
06-08-2022,Spinach,14,17,20,1kg
06-08-2022,Sweet Potato,40,48,57,1kg
05-08-2022,Onion Big,21,25,30,1kg
05-08-2022,Onion Small,31,37,44,1kg
05-08-2022,Tomato,19,23,27,1kg
05-08-2022,Green Chilli,40,48,57,1kg
05-08-2022,Beetroot,43,52,61,1kg
05-08-2022,Potato,31,37,44,1kg
05-08-2022,Raw Banana (Plantain),10,12,14,1kg
05-08-2022,Amaranth Leaves,8,9,11,1kg
05-08-2022,Amla,50,61,71,1kg
05-08-2022,Ash gourd,23,27,33,1kg
05-08-2022,Baby Corn,51,62,72,1kg
05-08-2022,Banana Flower,17,21,24,1kg
05-08-2022,Capsicum,33,40,47,1kg
05-08-2022,Bitter Gourd,34,41,48,1kg
05-08-2022,Bottle Gourd,29,35,41,1kg
05-08-2022,Butter Beans,75,90,107,1kg
05-08-2022,Broad Beans,35,42,50,1kg
05-08-2022,Cabbage,21,25,30,1kg
05-08-2022,Carrot,48,58,68,1kg
05-08-2022,Cauliflower,29,35,41,1kg
05-08-2022,Cluster beans,33,40,47,1kg
05-08-2022,Coconut,32,39,45,1kg
05-08-2022,Colocasia Leaves,14,17,20,1kg
05-08-2022,Colocasia,27,32,38,1kg
05-08-2022,Coriander Leaves,9,10,13,1kg
05-08-2022,Corn,27,32,38,1kg
05-08-2022,Cucumber,28,34,40,1kg
05-08-2022,Curry Leaves,25,30,35,1kg
05-08-2022,Dill Leaves,9,10,13,1kg
05-08-2022,Drumsticks,30,36,43,1kg
05-08-2022,Brinjal,30,36,43,1kg
05-08-2022,Brinjal (Big),30,36,43,1kg
05-08-2022,Elephant Yam,29,35,41,1kg
05-08-2022,Fenugreek Leaves,10,12,14,1kg
05-08-2022,French Beans,63,76,90,1kg
05-08-2022,Garlic,71,86,101,1kg
05-08-2022,Ginger,42,50,59,1kg
05-08-2022,Onion Green,41,49,58,1kg
05-08-2022,Green Peas,75,90,107,1kg
05-08-2022,Ivy Gourd,26,31,37,1kg
05-08-2022,Lemon (Lime),61,73,87,1kg
05-08-2022,Mango Raw,60,72,85,1kg
05-08-2022,Mint Leaves,5,6,7,1kg
05-08-2022,Mushroom,74,89,105,1kg
05-08-2022,Mustard Leaves,16,19,22,1kg
05-08-2022,Ladies Finger,37,45,52,1kg
05-08-2022,Pumpkin,21,25,30,1kg
05-08-2022,Radish,25,30,35,1kg
05-08-2022,Ridge Gourd,32,39,45,1kg
05-08-2022,Shallot (Pearl Onion),33,40,47,1kg
05-08-2022,Snake Gourd,26,31,37,1kg
05-08-2022,Sorrel Leaves,10,12,14,1kg
05-08-2022,Spinach,14,17,20,1kg
05-08-2022,Sweet Potato,40,48,57,1kg
04-08-2022,Onion Big,21,25,30,1kg
04-08-2022,Onion Small,31,37,44,1kg
04-08-2022,Tomato,19,23,27,1kg
04-08-2022,Green Chilli,40,48,57,1kg
04-08-2022,Beetroot,43,52,61,1kg
04-08-2022,Potato,31,37,44,1kg
04-08-2022,Raw Banana (Plantain),10,12,14,1kg
04-08-2022,Amaranth Leaves,8,9,11,1kg
04-08-2022,Amla,50,61,71,1kg
04-08-2022,Ash gourd,23,27,33,1kg
04-08-2022,Baby Corn,51,62,72,1kg
04-08-2022,Banana Flower,17,21,24,1kg
04-08-2022,Capsicum,33,40,47,1kg
04-08-2022,Bitter Gourd,34,41,48,1kg
04-08-2022,Bottle Gourd,29,35,41,1kg
04-08-2022,Butter Beans,75,90,107,1kg
04-08-2022,Broad Beans,35,42,50,1kg
04-08-2022,Cabbage,21,25,30,1kg
04-08-2022,Carrot,48,58,68,1kg
04-08-2022,Cauliflower,29,35,41,1kg
04-08-2022,Cluster beans,33,40,47,1kg
04-08-2022,Coconut,32,39,45,1kg
04-08-2022,Colocasia Leaves,14,17,20,1kg
04-08-2022,Colocasia,27,32,38,1kg
04-08-2022,Coriander Leaves,9,10,13,1kg
04-08-2022,Corn,27,32,38,1kg
04-08-2022,Cucumber,28,34,40,1kg
04-08-2022,Curry Leaves,25,30,35,1kg
04-08-2022,Dill Leaves,9,10,13,1kg
04-08-2022,Drumsticks,30,36,43,1kg
04-08-2022,Brinjal,30,36,43,1kg
04-08-2022,Brinjal (Big),30,36,43,1kg
04-08-2022,Elephant Yam,29,35,41,1kg
04-08-2022,Fenugreek Leaves,10,12,14,1kg
04-08-2022,French Beans,63,76,90,1kg
04-08-2022,Garlic,71,86,101,1kg
04-08-2022,Ginger,42,50,59,1kg
04-08-2022,Onion Green,41,49,58,1kg
04-08-2022,Green Peas,75,90,107,1kg
04-08-2022,Ivy Gourd,26,31,37,1kg
04-08-2022,Lemon (Lime),61,73,87,1kg
04-08-2022,Mango Raw,60,72,85,1kg
04-08-2022,Mint Leaves,5,6,7,1kg
04-08-2022,Mushroom,74,89,105,1kg
04-08-2022,Mustard Leaves,16,19,22,1kg
04-08-2022,Ladies Finger,37,45,52,1kg
04-08-2022,Pumpkin,21,25,30,1kg
04-08-2022,Radish,25,30,35,1kg
04-08-2022,Ridge Gourd,32,39,45,1kg
04-08-2022,Shallot (Pearl Onion),33,40,47,1kg
04-08-2022,Snake Gourd,26,31,37,1kg
04-08-2022,Sorrel Leaves,10,12,14,1kg
04-08-2022,Spinach,14,17,20,1kg
04-08-2022,Sweet Potato,40,48,57,1kg
03-08-2022,Onion Big,22,26,31,1kg
03-08-2022,Onion Small,30,36,43,1kg
03-08-2022,Tomato,19,23,27,1kg
03-08-2022,Green Chilli,42,50,59,1kg
03-08-2022,Beetroot,40,48,57,1kg
03-08-2022,Potato,30,36,43,1kg
03-08-2022,Raw Banana (Plantain),8,9,11,1kg
03-08-2022,Amaranth Leaves,10,12,14,1kg
03-08-2022,Amla,50,61,71,1kg
03-08-2022,Ash gourd,26,31,37,1kg
03-08-2022,Baby Corn,54,65,77,1kg
03-08-2022,Banana Flower,18,22,26,1kg
03-08-2022,Capsicum,31,37,44,1kg
03-08-2022,Bitter Gourd,37,45,52,1kg
03-08-2022,Bottle Gourd,29,35,41,1kg
03-08-2022,Butter Beans,73,88,104,1kg
03-08-2022,Broad Beans,41,49,58,1kg
03-08-2022,Cabbage,21,25,30,1kg
03-08-2022,Carrot,40,48,57,1kg
03-08-2022,Cauliflower,29,35,41,1kg
03-08-2022,Cluster beans,36,43,51,1kg
03-08-2022,Coconut,36,43,51,1kg
03-08-2022,Colocasia Leaves,10,12,14,1kg
03-08-2022,Colocasia,23,27,33,1kg
03-08-2022,Coriander Leaves,11,13,15,1kg
03-08-2022,Corn,24,29,34,1kg
03-08-2022,Cucumber,21,25,30,1kg
03-08-2022,Curry Leaves,28,34,40,1kg
03-08-2022,Dill Leaves,14,17,20,1kg
03-08-2022,Drumsticks,40,48,57,1kg
03-08-2022,Brinjal,27,32,38,1kg
03-08-2022,Brinjal (Big),27,32,38,1kg
03-08-2022,Elephant Yam,28,34,40,1kg
03-08-2022,Fenugreek Leaves,9,10,13,1kg
03-08-2022,French Beans,67,81,95,1kg
03-08-2022,Garlic,72,87,102,1kg
03-08-2022,Ginger,41,49,58,1kg
03-08-2022,Onion Green,42,50,59,1kg
03-08-2022,Green Peas,76,92,108,1kg
03-08-2022,Ivy Gourd,24,29,34,1kg
03-08-2022,Lemon (Lime),58,70,83,1kg
03-08-2022,Mango Raw,67,81,95,1kg
03-08-2022,Mint Leaves,5,6,7,1kg
03-08-2022,Mushroom,79,95,112,1kg
03-08-2022,Mustard Leaves,12,14,17,1kg
03-08-2022,Ladies Finger,34,41,48,1kg
03-08-2022,Pumpkin,26,31,37,1kg
03-08-2022,Radish,28,34,40,1kg
03-08-2022,Ridge Gourd,29,35,41,1kg
03-08-2022,Shallot (Pearl Onion),32,39,45,1kg
03-08-2022,Snake Gourd,27,32,38,1kg
03-08-2022,Sorrel Leaves,10,12,14,1kg
03-08-2022,Spinach,11,13,15,1kg
03-08-2022,Sweet Potato,40,48,57,1kg
02-08-2022,Onion Big,22,26,31,1kg
02-08-2022,Onion Small,30,36,43,1kg
02-08-2022,Tomato,19,23,27,1kg
02-08-2022,Green Chilli,42,50,59,1kg
02-08-2022,Beetroot,40,48,57,1kg
02-08-2022,Potato,30,36,43,1kg
02-08-2022,Raw Banana (Plantain),8,9,11,1kg
02-08-2022,Amaranth Leaves,10,12,14,1kg
02-08-2022,Amla,50,61,71,1kg
02-08-2022,Ash gourd,26,31,37,1kg
02-08-2022,Baby Corn,54,65,77,1kg
02-08-2022,Banana Flower,18,22,26,1kg
02-08-2022,Capsicum,31,37,44,1kg
02-08-2022,Bitter Gourd,37,45,52,1kg
02-08-2022,Bottle Gourd,29,35,41,1kg
02-08-2022,Butter Beans,73,88,104,1kg
02-08-2022,Broad Beans,41,49,58,1kg
02-08-2022,Cabbage,21,25,30,1kg
02-08-2022,Carrot,40,48,57,1kg
02-08-2022,Cauliflower,29,35,41,1kg
02-08-2022,Cluster beans,36,43,51,1kg
02-08-2022,Coconut,36,43,51,1kg
02-08-2022,Colocasia Leaves,10,12,14,1kg
02-08-2022,Colocasia,23,27,33,1kg
02-08-2022,Coriander Leaves,11,13,15,1kg
02-08-2022,Corn,24,29,34,1kg
02-08-2022,Cucumber,21,25,30,1kg
02-08-2022,Curry Leaves,28,34,40,1kg
02-08-2022,Dill Leaves,14,17,20,1kg
02-08-2022,Drumsticks,40,48,57,1kg
02-08-2022,Brinjal,27,32,38,1kg
02-08-2022,Brinjal (Big),27,32,38,1kg
02-08-2022,Elephant Yam,28,34,40,1kg
02-08-2022,Fenugreek Leaves,9,10,13,1kg
02-08-2022,French Beans,67,81,95,1kg
02-08-2022,Garlic,72,87,102,1kg
02-08-2022,Ginger,41,49,58,1kg
02-08-2022,Onion Green,42,50,59,1kg
02-08-2022,Green Peas,76,92,108,1kg
02-08-2022,Ivy Gourd,24,29,34,1kg
02-08-2022,Lemon (Lime),58,70,83,1kg
02-08-2022,Mango Raw,67,81,95,1kg
02-08-2022,Mint Leaves,5,6,7,1kg
02-08-2022,Mushroom,79,95,112,1kg
02-08-2022,Mustard Leaves,12,14,17,1kg
02-08-2022,Ladies Finger,34,41,48,1kg
02-08-2022,Pumpkin,26,31,37,1kg
02-08-2022,Radish,28,34,40,1kg
02-08-2022,Ridge Gourd,29,35,41,1kg
02-08-2022,Shallot (Pearl Onion),32,39,45,1kg
02-08-2022,Snake Gourd,27,32,38,1kg
02-08-2022,Sorrel Leaves,10,12,14,1kg
02-08-2022,Spinach,11,13,15,1kg
02-08-2022,Sweet Potato,40,48,57,1kg
01-08-2022,Onion Big,22,26,31,1kg
01-08-2022,Onion Small,30,36,43,1kg
01-08-2022,Tomato,19,23,27,1kg
01-08-2022,Green Chilli,42,50,59,1kg
01-08-2022,Beetroot,40,48,57,1kg
01-08-2022,Potato,30,36,43,1kg
01-08-2022,Raw Banana (Plantain),8,9,11,1kg
01-08-2022,Amaranth Leaves,10,12,14,1kg
01-08-2022,Amla,50,61,71,1kg
01-08-2022,Ash gourd,26,31,37,1kg
01-08-2022,Baby Corn,54,65,77,1kg
01-08-2022,Banana Flower,18,22,26,1kg
01-08-2022,Capsicum,31,37,44,1kg
01-08-2022,Bitter Gourd,37,45,52,1kg
01-08-2022,Bottle Gourd,29,35,41,1kg
01-08-2022,Butter Beans,73,88,104,1kg
01-08-2022,Broad Beans,41,49,58,1kg
01-08-2022,Cabbage,21,25,30,1kg
01-08-2022,Carrot,40,48,57,1kg
01-08-2022,Cauliflower,29,35,41,1kg
01-08-2022,Cluster beans,36,43,51,1kg
01-08-2022,Coconut,36,43,51,1kg
01-08-2022,Colocasia Leaves,10,12,14,1kg
01-08-2022,Colocasia,23,27,33,1kg
01-08-2022,Coriander Leaves,11,13,15,1kg
01-08-2022,Corn,24,29,34,1kg
01-08-2022,Cucumber,21,25,30,1kg
01-08-2022,Curry Leaves,28,34,40,1kg
01-08-2022,Dill Leaves,14,17,20,1kg
01-08-2022,Drumsticks,40,48,57,1kg
01-08-2022,Brinjal,27,32,38,1kg
01-08-2022,Brinjal (Big),27,32,38,1kg
01-08-2022,Elephant Yam,28,34,40,1kg
01-08-2022,Fenugreek Leaves,9,10,13,1kg
01-08-2022,French Beans,67,81,95,1kg
01-08-2022,Garlic,72,87,102,1kg
01-08-2022,Ginger,41,49,58,1kg
01-08-2022,Onion Green,42,50,59,1kg
01-08-2022,Green Peas,76,92,108,1kg
01-08-2022,Ivy Gourd,24,29,34,1kg
01-08-2022,Lemon (Lime),58,70,83,1kg
01-08-2022,Mango Raw,67,81,95,1kg
01-08-2022,Mint Leaves,5,6,7,1kg
01-08-2022,Mushroom,79,95,112,1kg
01-08-2022,Mustard Leaves,12,14,17,1kg
01-08-2022,Ladies Finger,34,41,48,1kg
01-08-2022,Pumpkin,26,31,37,1kg
01-08-2022,Radish,28,34,40,1kg
01-08-2022,Ridge Gourd,29,35,41,1kg
01-08-2022,Shallot (Pearl Onion),32,39,45,1kg
01-08-2022,Snake Gourd,27,32,38,1kg
01-08-2022,Sorrel Leaves,10,12,14,1kg
01-08-2022,Spinach,11,13,15,1kg
01-08-2022,Sweet Potato,40,48,57,1kg
31-07-2022,Onion Big,21,25,30,1kg
31-07-2022,Onion Small,32,39,45,1kg
31-07-2022,Tomato,20,24,28,1kg
31-07-2022,Green Chilli,37,45,52,1kg
31-07-2022,Beetroot,41,49,58,1kg
31-07-2022,Potato,33,40,47,1kg
31-07-2022,Raw Banana (Plantain),9,10,13,1kg
31-07-2022,Amaranth Leaves,9,10,13,1kg
31-07-2022,Amla,50,61,71,1kg
31-07-2022,Ash gourd,28,34,40,1kg
31-07-2022,Baby Corn,49,59,70,1kg
31-07-2022,Banana Flower,13,16,18,1kg
31-07-2022,Capsicum,32,39,45,1kg
31-07-2022,Bitter Gourd,35,42,50,1kg
31-07-2022,Bottle Gourd,30,36,43,1kg
31-07-2022,Butter Beans,77,93,109,1kg
31-07-2022,Broad Beans,39,47,55,1kg
31-07-2022,Cabbage,21,25,30,1kg
31-07-2022,Carrot,43,52,61,1kg
31-07-2022,Cauliflower,25,30,35,1kg
31-07-2022,Cluster beans,33,40,47,1kg
31-07-2022,Coconut,32,39,45,1kg
31-07-2022,Colocasia Leaves,10,12,14,1kg
31-07-2022,Colocasia,26,31,37,1kg
31-07-2022,Coriander Leaves,12,14,17,1kg
31-07-2022,Corn,24,29,34,1kg
31-07-2022,Cucumber,20,24,28,1kg
31-07-2022,Curry Leaves,25,30,35,1kg
31-07-2022,Dill Leaves,11,13,15,1kg
31-07-2022,Drumsticks,30,36,43,1kg
31-07-2022,Brinjal,32,39,45,1kg
31-07-2022,Brinjal (Big),29,35,41,1kg
31-07-2022,Elephant Yam,29,35,41,1kg
31-07-2022,Fenugreek Leaves,9,10,13,1kg
31-07-2022,French Beans,64,77,91,1kg
31-07-2022,Garlic,73,88,104,1kg
31-07-2022,Ginger,39,47,55,1kg
31-07-2022,Onion Green,42,50,59,1kg
31-07-2022,Green Peas,73,88,104,1kg
31-07-2022,Ivy Gourd,22,26,31,1kg
31-07-2022,Lemon (Lime),59,71,84,1kg
31-07-2022,Mango Raw,64,77,91,1kg
31-07-2022,Mint Leaves,4,5,6,1kg
31-07-2022,Mushroom,79,95,112,1kg
31-07-2022,Mustard Leaves,12,14,17,1kg
31-07-2022,Ladies Finger,33,40,47,1kg
31-07-2022,Pumpkin,26,31,37,1kg
31-07-2022,Radish,25,30,35,1kg
31-07-2022,Ridge Gourd,25,30,35,1kg
31-07-2022,Shallot (Pearl Onion),37,45,52,1kg
31-07-2022,Snake Gourd,28,34,40,1kg
31-07-2022,Sorrel Leaves,11,13,15,1kg
31-07-2022,Spinach,12,14,17,1kg
31-07-2022,Sweet Potato,36,43,51,1kg
30-07-2022,Onion Big,21,25,30,1kg
30-07-2022,Onion Small,32,39,45,1kg
30-07-2022,Tomato,20,24,28,1kg
30-07-2022,Green Chilli,37,45,52,1kg
30-07-2022,Beetroot,41,49,58,1kg
30-07-2022,Potato,33,40,47,1kg
30-07-2022,Raw Banana (Plantain),9,10,13,1kg
30-07-2022,Amaranth Leaves,9,10,13,1kg
30-07-2022,Amla,50,61,71,1kg
30-07-2022,Ash gourd,28,34,40,1kg
30-07-2022,Baby Corn,49,59,70,1kg
30-07-2022,Banana Flower,13,16,18,1kg
30-07-2022,Capsicum,32,39,45,1kg
30-07-2022,Bitter Gourd,35,42,50,1kg
30-07-2022,Bottle Gourd,30,36,43,1kg
30-07-2022,Butter Beans,77,93,109,1kg
30-07-2022,Broad Beans,39,47,55,1kg
30-07-2022,Cabbage,21,25,30,1kg
30-07-2022,Carrot,43,52,61,1kg
30-07-2022,Cauliflower,25,30,35,1kg
30-07-2022,Cluster beans,33,40,47,1kg
30-07-2022,Coconut,32,39,45,1kg
30-07-2022,Colocasia Leaves,10,12,14,1kg
30-07-2022,Colocasia,26,31,37,1kg
30-07-2022,Coriander Leaves,12,14,17,1kg
30-07-2022,Corn,24,29,34,1kg
30-07-2022,Cucumber,20,24,28,1kg
30-07-2022,Curry Leaves,25,30,35,1kg
30-07-2022,Dill Leaves,11,13,15,1kg
30-07-2022,Drumsticks,30,36,43,1kg
30-07-2022,Brinjal,32,39,45,1kg
30-07-2022,Brinjal (Big),29,35,41,1kg
30-07-2022,Elephant Yam,29,35,41,1kg
30-07-2022,Fenugreek Leaves,9,10,13,1kg
30-07-2022,French Beans,64,77,91,1kg
30-07-2022,Garlic,73,88,104,1kg
30-07-2022,Ginger,39,47,55,1kg
30-07-2022,Onion Green,42,50,59,1kg
30-07-2022,Green Peas,73,88,104,1kg
30-07-2022,Ivy Gourd,22,26,31,1kg
30-07-2022,Lemon (Lime),59,71,84,1kg
30-07-2022,Mango Raw,64,77,91,1kg
30-07-2022,Mint Leaves,4,5,6,1kg
30-07-2022,Mushroom,79,95,112,1kg
30-07-2022,Mustard Leaves,12,14,17,1kg
30-07-2022,Ladies Finger,33,40,47,1kg
30-07-2022,Pumpkin,26,31,37,1kg
30-07-2022,Radish,25,30,35,1kg
30-07-2022,Ridge Gourd,25,30,35,1kg
30-07-2022,Shallot (Pearl Onion),37,45,52,1kg
30-07-2022,Snake Gourd,28,34,40,1kg
30-07-2022,Sorrel Leaves,11,13,15,1kg
30-07-2022,Spinach,12,14,17,1kg
30-07-2022,Sweet Potato,36,43,51,1kg
29-07-2022,Onion Big,21,25,30,1kg
29-07-2022,Onion Small,32,39,45,1kg
29-07-2022,Tomato,20,24,28,1kg
29-07-2022,Green Chilli,37,45,52,1kg
29-07-2022,Beetroot,41,49,58,1kg
29-07-2022,Potato,33,40,47,1kg
29-07-2022,Raw Banana (Plantain),9,10,13,1kg
29-07-2022,Amaranth Leaves,9,10,13,1kg
29-07-2022,Amla,50,61,71,1kg
29-07-2022,Ash gourd,28,34,40,1kg
29-07-2022,Baby Corn,49,59,70,1kg
29-07-2022,Banana Flower,13,16,18,1kg
29-07-2022,Capsicum,32,39,45,1kg
29-07-2022,Bitter Gourd,35,42,50,1kg
29-07-2022,Bottle Gourd,30,36,43,1kg
29-07-2022,Butter Beans,77,93,109,1kg
29-07-2022,Broad Beans,39,47,55,1kg
29-07-2022,Cabbage,21,25,30,1kg
29-07-2022,Carrot,43,52,61,1kg
29-07-2022,Cauliflower,25,30,35,1kg
29-07-2022,Cluster beans,33,40,47,1kg
29-07-2022,Coconut,32,39,45,1kg
29-07-2022,Colocasia Leaves,10,12,14,1kg
29-07-2022,Colocasia,26,31,37,1kg
29-07-2022,Coriander Leaves,12,14,17,1kg
29-07-2022,Corn,24,29,34,1kg
29-07-2022,Cucumber,20,24,28,1kg
29-07-2022,Curry Leaves,25,30,35,1kg
29-07-2022,Dill Leaves,11,13,15,1kg
29-07-2022,Drumsticks,30,36,43,1kg
29-07-2022,Brinjal,32,39,45,1kg
29-07-2022,Brinjal (Big),29,35,41,1kg
29-07-2022,Elephant Yam,29,35,41,1kg
29-07-2022,Fenugreek Leaves,9,10,13,1kg
29-07-2022,French Beans,64,77,91,1kg
29-07-2022,Garlic,73,88,104,1kg
29-07-2022,Ginger,39,47,55,1kg
29-07-2022,Onion Green,42,50,59,1kg
29-07-2022,Green Peas,73,88,104,1kg
29-07-2022,Ivy Gourd,22,26,31,1kg
29-07-2022,Lemon (Lime),59,71,84,1kg
29-07-2022,Mango Raw,64,77,91,1kg
29-07-2022,Mint Leaves,4,5,6,1kg
29-07-2022,Mushroom,79,95,112,1kg
29-07-2022,Mustard Leaves,12,14,17,1kg
29-07-2022,Ladies Finger,33,40,47,1kg
29-07-2022,Pumpkin,26,31,37,1kg
29-07-2022,Radish,25,30,35,1kg
29-07-2022,Ridge Gourd,25,30,35,1kg
29-07-2022,Shallot (Pearl Onion),37,45,52,1kg
29-07-2022,Snake Gourd,28,34,40,1kg
29-07-2022,Sorrel Leaves,11,13,15,1kg
29-07-2022,Spinach,12,14,17,1kg
29-07-2022,Sweet Potato,36,43,51,1kg
28-07-2022,Onion Big,21,25,30,1kg
28-07-2022,Onion Small,32,39,45,1kg
28-07-2022,Tomato,20,24,28,1kg
28-07-2022,Green Chilli,37,45,52,1kg
28-07-2022,Beetroot,41,49,58,1kg
28-07-2022,Potato,33,40,47,1kg
28-07-2022,Raw Banana (Plantain),9,10,13,1kg
28-07-2022,Amaranth Leaves,9,10,13,1kg
28-07-2022,Amla,50,61,71,1kg
28-07-2022,Ash gourd,28,34,40,1kg
28-07-2022,Baby Corn,49,59,70,1kg
28-07-2022,Banana Flower,13,16,18,1kg
28-07-2022,Capsicum,32,39,45,1kg
28-07-2022,Bitter Gourd,35,42,50,1kg
28-07-2022,Bottle Gourd,30,36,43,1kg
28-07-2022,Butter Beans,77,93,109,1kg
28-07-2022,Broad Beans,39,47,55,1kg
28-07-2022,Cabbage,21,25,30,1kg
28-07-2022,Carrot,43,52,61,1kg
28-07-2022,Cauliflower,25,30,35,1kg
28-07-2022,Cluster beans,33,40,47,1kg
28-07-2022,Coconut,32,39,45,1kg
28-07-2022,Colocasia Leaves,10,12,14,1kg
28-07-2022,Colocasia,26,31,37,1kg
28-07-2022,Coriander Leaves,12,14,17,1kg
28-07-2022,Corn,24,29,34,1kg
28-07-2022,Cucumber,20,24,28,1kg
28-07-2022,Curry Leaves,25,30,35,1kg
28-07-2022,Dill Leaves,11,13,15,1kg
28-07-2022,Drumsticks,30,36,43,1kg
28-07-2022,Brinjal,32,39,45,1kg
28-07-2022,Brinjal (Big),29,35,41,1kg
28-07-2022,Elephant Yam,29,35,41,1kg
28-07-2022,Fenugreek Leaves,9,10,13,1kg
28-07-2022,French Beans,64,77,91,1kg
28-07-2022,Garlic,73,88,104,1kg
28-07-2022,Ginger,39,47,55,1kg
28-07-2022,Onion Green,42,50,59,1kg
28-07-2022,Green Peas,73,88,104,1kg
28-07-2022,Ivy Gourd,22,26,31,1kg
28-07-2022,Lemon (Lime),59,71,84,1kg
28-07-2022,Mango Raw,64,77,91,1kg
28-07-2022,Mint Leaves,4,5,6,1kg
28-07-2022,Mushroom,79,95,112,1kg
28-07-2022,Mustard Leaves,12,14,17,1kg
28-07-2022,Ladies Finger,33,40,47,1kg
28-07-2022,Pumpkin,26,31,37,1kg
28-07-2022,Radish,25,30,35,1kg
28-07-2022,Ridge Gourd,25,30,35,1kg
28-07-2022,Shallot (Pearl Onion),37,45,52,1kg
28-07-2022,Snake Gourd,28,34,40,1kg
28-07-2022,Sorrel Leaves,11,13,15,1kg
28-07-2022,Spinach,12,14,17,1kg
28-07-2022,Sweet Potato,36,43,51,1kg
27-07-2022,Onion Big,21,25,30,1kg
27-07-2022,Onion Small,32,39,45,1kg
27-07-2022,Tomato,20,24,28,1kg
27-07-2022,Green Chilli,37,45,52,1kg
27-07-2022,Beetroot,41,49,58,1kg
27-07-2022,Potato,33,40,47,1kg
27-07-2022,Raw Banana (Plantain),9,10,13,1kg
27-07-2022,Amaranth Leaves,9,10,13,1kg
27-07-2022,Amla,50,61,71,1kg
27-07-2022,Ash gourd,28,34,40,1kg
27-07-2022,Baby Corn,49,59,70,1kg
27-07-2022,Banana Flower,13,16,18,1kg
27-07-2022,Capsicum,32,39,45,1kg
27-07-2022,Bitter Gourd,35,42,50,1kg
27-07-2022,Bottle Gourd,30,36,43,1kg
27-07-2022,Butter Beans,77,93,109,1kg
27-07-2022,Broad Beans,39,47,55,1kg
27-07-2022,Cabbage,21,25,30,1kg
27-07-2022,Carrot,43,52,61,1kg
27-07-2022,Cauliflower,25,30,35,1kg
27-07-2022,Cluster beans,33,40,47,1kg
27-07-2022,Coconut,32,39,45,1kg
27-07-2022,Colocasia Leaves,10,12,14,1kg
27-07-2022,Colocasia,26,31,37,1kg
